main_category,title,description
Grocery,"Good Health Chips, Cinnamon Apple, 2.5 Ounce (Pack of 12)","[""We're all about making better choices! Since 1994, our mission here at Good Health has been to provide tasty, innovative snacks you crave, by creating crispy, crunchy choices for every occasion... snacks like our category-creating Veggie Chips, air-popped Half Naked Popcorn, steam-popped Crisps and Olive Oil and Avocado Oil Potato Chips. As a trailblazer in common-sense snacking, we’re passionate about making life — and good snacks — even better. That’s why we’ll never stop creating exciting new ways to help you...Enjoy Being Good!""]"
Grocery,"Delicitaly Italian Espresso capsules Nespresso compatible (Passione/Ristretto, 200)","['Italian Coffee capsules come in 10-capsules sealed boxes and are compatible with OriginalLine Nespresso machines (Inissia, Lattissima, Pixie, Citiz, Essenza, Maestria, Kitchenaid). Nespresso is a registered trade mark by SOCIETÈ DES PRODUITS NESTLÈ S.A. Italian Coffee is a registered trade mark by La Boutique del caffè SRL. Kitchenaid is a registered trade mark by KitchenAid, U.S.A. There is no affiliation between Nespresso, Kitchenaid and their affiliates and IMPORT39 LLC and any of its affiliates.']"
Grocery,"Diet Snapple Iced Tea, Peach, 16 fl oz","[""At Snapple, we believe life's a peach. We've been living this Mantra since we were a small brand in New York in the 80's. Take a sip of our delicious diet peach Tea, and go back to the times of big hair, neon leggings and breakdancing. Ok.Not really, but you can use your imagination. So go ahead, break out the Boom box and enjoy the best stuff on earth.""]"
Grocery,"LESSER EVIL GRAIN FREE PALEO PUFFS - THREE-5 oz PACKS (""NO CHEESE"" CHEESINESS)",[]
Grocery,"GT's Kombucha, Original 16 Fl Oz","['Restart with Original, the first offering in our Enlightened line. With natural effervescence and authentic tangy taste, Original is simply our organic & raw Kombucha handcrafted to probiotic perfection.']"
Grocery,"OliveNation Powdered Meringue, Egg White Substitute for Baking, Decorating, Royal Icing, Topping, Frosting - 32 ounces","['Meringue Powder by OliveNation is just what you need to make perfect royal icing, meringue, and buttercream. Not only is it convenient and cost-effective, bakers often prefer to make meringue from Meringue Powder instead of raw egg whites for safety reasons. Ours tastes so authentic; no one will ever know your secret to easy homemade meringue. Meringue Powder by OliveNation is Kosher. Try baking your next meringue with it. You might never go back to whipping raw egg whites again! Meringue Powder to Egg White Conversion 1 egg white equals 2 teaspoons Meringue Powder plus 2 tablespoons water. Whats Meringue Powder? Meringue Powder is dried and pasteurized egg whites. Bakers use it to stiffen royal icing and buttercream. Raw egg whites are an ingredient is some older royal icing recipes and Meringue Powder is a safe substitute. Meringue Powder works best in recipes that call for stiff egg whites, such as, angel food cake, lemon meringue pie, baked Alaska, mousse, and more.']"
Grocery,"Goteborgs Ballerina Chocolate/Hazelnut Cookies, 6.3-Ounce Packages (Pack of 24)",['Goteborgs Ballerina are rich pastry cookies filled with a chocolate hazelnut creme.']
Grocery,"Organic Spinach, One Bunch","['Use it as a topping on sandwiches, subs and pizzas or simply enjoy it as a healthy side. It offers nutritional benefits as it is a rich source of vitamins A and C and is also free of fat and cholesterol. Enjoy fresh-from-the-farm taste.....']"
Grocery,Airheads Candy Canes 12-12 Count Boxes,"['Airheads Flavored Candy Canes - Your Favorite Candy Flavors in a Candy Cane!Add some variety this holiday season and buy Airheads Candy Canes! These fun, tangy original Airhead flavors include Cherry, Blue Raspberry and Mystery! This 12-12 count cradle item can help sweeten holiday events for customers, co-workers, or the family. Each .44 ounce candy cane is 5.5 inches tall, individually wrapped, gluten free, OU kosher certified and free of top common allergens. Quantity Per Package: 12 cradles - 12 candy canes per cradle']"
Grocery,Reko Lemon Pizzelle Cookies 5.25 oz each (1 Item Per Order),"['The Reko Lemon Pizzelle Cookies are thin, crispy waffle cookies with a tart lemon flavor. Pizzelle are traditional Italian-style cookies baked between cast iron griddles and a signature treat of the Abruzzo region of Italy. All natural and preservative fr']"
Grocery,Rorie's Low Carb Gluten Free oat Dough Mix (pack of 6),"['With Rorie’s groundbreaking Low Carb Gluten Free Oat Dough Mix , you can bake fluffy, wholesome, filling breads and pastries that are, Low carb, 100% gluten free and 100% delicious. Bread should come from the oven, not the freezer. That’s why Rorie created her incredible Original Gluten Free Dough Mix. Now With this miraculous offering, the Low Carb Gluten Free Dough Mix, you have the perfect solution for eliminating cravings and an ideal way to address metabolic issues associated with bread. Now your family can eat their bread and be healthy too. The dough is super easy to prepare and a pleasure to shape – make challah rolls, pizza, kokosh cake, pretzels, cinnamon twists, bagels, honey cookies, biscotti and more.  Our facilities adhere to the strictest gluten-free and kosher standards. The dough even qualifies for the hamotzi and mezonos blessings.', 'From Rorie’s kitchen to yours – start living full ‘n free today!']"
Grocery,Bulk Wedding White Gummy Bears: Strawberry Banana Flavor [5lbs],['Popular bulk candy for wedding or events when shopping for a specific color theme! A nice strawberry banana taste in these gummi bear treats. They are opaque white in color. Gummi bears are a classic favorite for kids and adults alike! There are about 1687 bears in this 5 lb. bag.']
Sports & Outdoors,Freeze-Dried Skittles Candy 1 oz Snack,"['This is 1 oz bag of freeze dried skittles. These are no longer chewy ! They are crunchy, light and burst with intense flavor. The perfect freeze dried candy for any occasion.']"
Grocery,Campbell's Pork and Beans 14.8 oz. Can,"[""Campbell's Pork & Beans are perfect for any occasion. Enjoy the sweet and savory flavor of this family classic that's been around over 100 years. Serve heated, chilled or at room temperature.""]"
Grocery,Chevron Buttermints 100ct - After Dinner Mints Individually Wrapped - Soft & Savory (Lavender),['Buttermints 100 Count Wrapped in Lavender Chevron Style Candy Wrapper - Mint Candy']
Toys & Games,"Graduation Cupcake Toppers 2022 - 24Pcs Glitter 2022 Congrats Grad Class of 2022 Cupcake Toppers, 2022 Graduation Decoration for Cupcakes, Red and Gold Graduation Decorations 2022,Graduation Party Supplies 2022（Red）",[]
Grocery,"Soy Vay Spicy 'n Sweet Chili Heat Marinade & Dip 22.5oz, One pack",[]
Grocery,"Lyons Sea Salt Caramel Sweet Indulgence Sauce, 16 ounce (Pack of 2)","['Lyons Sea Salt Caramel Sweet Indulgence Sauce, 16 ounce (Pack of 2)']"
Grocery,"Kalot Almond Butter with Cherries and Pure Vanilla. Nutrient dense whole foods, plus 50% DV of vitamins, no added sugar, no palm fruit oil, gmo free, paleo, vegan, and gluten free (12oz Jar)","['Indulge yourself, eat well, enjoy vibrant health', 'At Kalot, we’re making the vibrant health you crave attainable and enjoyable by providing nutrient rich tasty treats that that can be seamlessly incorporated into your hectic routine.', 'Our naturally delicious nut and seed butters are made with whole food ingredients - no flavorings and NO added sugar. We use date fruit to add natural sweetness and a boost of fiber.', 'Not your ordinary nut butter', 'Kalot packs nutrition and flavor into our delicious blend of nuts, seeds, fruits and spices. We start with protein packed, heart healthy almonds, then we add in antioxidant rich cherries and pure vanilla. Pair with sliced apples or blend with frozen cherries for a refreshing smoothie.', 'Ideal nutrition made easy', 'Each serving provides a generous portion of antioxidants, essential minerals, healthy fats, and phytonutrients. Plus, we add a proprietary blend of non gmo, organic vitamins. Each serving has 50% of the recommended daily value of vitamins.', 'Turn your ordinary meal into a nutritious feast. Kalot is great for sandwiches, snacks, desserts, and baked goods. Add it to smoothies. Munch it by the spoonful. Spread it on fruit, add a dollop to your oatmeal or yogurt.', 'Perfect for paleo', 'A great way to provide nutritious food to your family. All natural and non gmo project verified. Gluten free, dairy free, soy free, vegan, 100% plant based. No added sugar, no palm fruit oil.', 'Kalot is on a mission to to bring you delicious, nutrition-focused products that are fun to eat', 'Ingredients include dry roasted almonds, dates, cherries, coconut oil, vanilla, sea salt, VITAMIN BLEND: A, B1, B2, B3, B6, B12, biotin, folic acid, pantothenic acid, C, D2, E, K. Here’s to your health.']"
Grocery,"Helen's Tropical-Exotics Jamaican Jerk Tamarind Sauce - 14 Ounce – Ultimate Jerk Seasoning Tamarind Sauce for Noodles, Curries, Sauces, Soups, Dips and Chutneys – Excellent Base for Tamarind Paste",[]
Health & Personal Care,"C4 Smart Energy Drink - Sugar Free Performance Fuel & Nootropic Brain Booster, Coffee Substitute or Alternative | Black Cherry 16 Oz - 12 Pack","['The delicious sugar-free energy drink, C4 smart energy, is powered by InnovaTea naturally derived caffeine (from green tea) and brain-boosting Cognizin Citicoline to deliver energy, focus, and mental performance to help you conquer any task-from work to play, gaming to studying, partying to planning.']"
Grocery,"Original Gourmet Lollipops, Medley of Mini Lollipops, 50 Count (Pack of 6)","['Our 31-gram lollipops just a tad bit too big for you? Not looking for something serious right now with about an hour-long commitment to our regular pops? These 10.5 gram pops are just what you’ve been looking for. About 1/3 the size of our original and cream swirl lollipops, these minis come in all the same flavors and are prepared with the same care and delicacy. Smaller size, same punch. Original Gourmet’s patented gravity-pouring process (yes, it turns out you can patent things like that) ensures every sucker lives up to its Gourmet name.']"
Grocery,"Catherine's Finest Ceylon Tea in Wooden Box, Apple Cinnamon","['Far away in the East Indies lies a small island named Sri Lanka, there the finest teas in the world are grown, known as world-renowned Ceylon tea. At Catherine\'s Finest, we offer this gourmet tea in individual tea bags that are packed in handmade, wooden chests. Catherine\'s Finest Teas will satisfy the taste buds of the most discriminating tea connoisseurs throughout the world. Treat yourself to the world\'s finest teas, Catherine\'s Finest Gourmet Ceylon Teas, imported for your pleasure from Ceylon, Sri Lanka. At Catherine\'s Finest, ""Only the Finest will do!""']"
Grocery,Distilerie Peureux Griottine Cherries - 11.05 ozs.,[]
Grocery,SPICY ORGANIC Fenugreek Seeds - Freshly Packed Methi Seeds - Best Use for Hair & Cooking - 100% Pure USDA Organic - 4 OZ,[]
Grocery,Kosmos Q Maple Bourbon BBQ Glaze - 15.5 Oz Bottle for Sticky & Flavorful Barbecue - Thick BBQ Glaze for Competition Ready Mouth-Watering Meat (Maple Bourbon),[]
Grocery,"3x Kosher certified roasted Sugared Almonds by ILNUTS Yossef Roasting Handcrafed Nuts, fresh and healthy, made in USA","['3x Kosher certified roasted Sugared Almonds by ILNUTS Yossef Roasting Handcrafed Nuts, fresh and healthy made in the United States (USA). Crunchy, tasty, delicous, roasted sugared Almonds.  Gluten Free  100% Satisfaction guaranteed KOSHER KM KOSHER 406 KOSHER CRC']"
Grocery,Ephemere Dark Chocolate Truffles - 25 Piece Bulk Box - by Dilettante,[]
Toys & Games,Kreatwow Monster Bash 1st Birthday - Monster First Birthday Banner - Little Monster Banner Decorations,[]
Grocery,Ching's Veg. Manchurian (Miracle Masala) 60g,"[""Ching's Veg. Manchurian (Miracle Masala) 60g …""]"
Grocery,"Traina Home Grown California Sun Dried Fancy Ruby Royal Apricot Halves - SEASONAL/LIMITED - Healthy, No Sugar Added, Non GMO, Gluten Free, Kosher Certified, Vegan, Packed in Resealable Pouch (2 lbs)","['Traina Home Grown California Ruby Royal Apricots make a great, healthy snack or ingredient. Packed in a resealable 2 pound bag for your convenience. Enhance the flavor of your salads, oatmeal, yogurt, baked goods, and more! Home Grown quality.']"
Amazon Home,"WHOLE FOODS MARKET WTG Winter Nights Bouquet, 1 EA",[]
Grocery,White King Bibingka Rice Cake mix - 500g box (Pack of 2),['White King Bibingka Mix 500g. Product of the Philippines']
Grocery,"ST. DALFOUR Organic Tea, Tea Bags, Peppermint, 25-Count 1.75-Ounce Bags (Pack of 6)","['25 Tea bags. Certified, pure organic Ceylon tea. Selected and blended under the direction of the tea experts of St. Dalfour. Enhanced by all natural flavor of peppermint. Individually sealed in envelopes.']"
Grocery,"Whole Foods Market Veggie Dippers, 18 OZ",['Vegetable Mix Veggie Dippers Conventional']
